reference	Homo_sapiens	Gorilla_gorilla	Macaca_mulatta	Nomascus_leucogenys	Pan_troglodytes	Pongo_abelii
Macaca_mulatta	-	-	ENSMMUG00000013059	-	-	ENSMMUG00000013059-3373-P	
Macaca_mulatta	-	-	ENSMMUG00000049137	ENSMMUG00000049137-292-P	-	-	
Macaca_mulatta	-	-	ENSMMUG00000048579	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000040454	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000048299	-	-	-	
Macaca_mulatta	ENSMMUG00000039238-393-M	ENSMMUG00000039238-4880-P	ENSMMUG00000039238	ENSMMUG00000039238-297-P	-	-	
Macaca_mulatta	-	-	ENSMMUG00000046882	ENSMMUG00000046882-322-P	-	ENSMMUG00000046882-338-P	
Macaca_mulatta	-	-	ENSMMUG00000042124	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041004	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041712	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000032470	-	-	-	
Macaca_mulatta	-	ENSMMUG00000031017-2505-P	ENSMMUG00000031017	-	ENSMMUG00000031017-3239-M	-	
Macaca_mulatta	ENSMMUG00000045944-407-P	ENSMMUG00000045944-190-P	ENSMMUG00000045944	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000039074	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000031717	-	-	-	
Macaca_mulatta	ENSMMUG00000019701-458-M	-	ENSMMUG00000019701	ENSMMUG00000019701-313-P	ENSMMUG00000019701-271-M	ENSMMUG00000019701-296-M	
Macaca_mulatta	-	-	ENSMMUG00000029040	-	-	-	
Macaca_mulatta	ENSMMUG00000049127-415-P	-	ENSMMUG00000049127	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000044110	-	-	ENSMMUG00000044110-3398-M	
Macaca_mulatta	-	-	ENSMMUG00000039841	ENSMMUG00000039841-335-M	ENSMMUG00000039841-339-M	-	
Macaca_mulatta	-	-	ENSMMUG00000043952	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000030357	-	-	-	
Macaca_mulatta	ENSMMUG00000045052-427-M	ENSMMUG00000045052-2314-P	ENSMMUG00000045052	ENSMMUG00000045052-341-P	ENSMMUG00000045052-343-M	-	
Macaca_mulatta	-	-	ENSMMUG00000039623	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000029479	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000020005	-	-	-	
Macaca_mulatta	ENSMMUG00000040082-4431-P	ENSMMUG00000040082-7217-P	ENSMMUG00000040082	ENSMMUG00000040082-3415-M	ENSMMUG00000040082-3262-P	ENSMMUG00000040082-3411-P	
Macaca_mulatta	-	-	ENSMMUG00000043193	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000045288	ENSMMUG00000045288-3417-P	-	-	
Macaca_mulatta	-	-	ENSMMUG00000020632	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000049107	ENSMMUG00000049107-348-M	-	-	
Macaca_mulatta	-	-	ENSMMUG00000048100	-	-	-	
Macaca_mulatta	ENSMMUG00000031139-4434-P	-	ENSMMUG00000031139	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041701	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000013750	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000029931	ENSMMUG00000029931-3420-P	ENSMMUG00000029931-3266-M	ENSMMUG00000029931-3414-P	
Macaca_mulatta	-	-	ENSMMUG00000042535	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000031580	-	-	-	
Macaca_mulatta	ENSMMUG00000044966-455-M	ENSMMUG00000044966-213-M	ENSMMUG00000044966	ENSMMUG00000044966-361-M	ENSMMUG00000044966-363-M	ENSMMUG00000044966-379-M	
Macaca_mulatta	ENSMMUG00000042135-4439-M	ENSMMUG00000042135-7225-P	ENSMMUG00000042135	ENSMMUG00000042135-3423-P	ENSMMUG00000042135-3267-M	ENSMMUG00000042135-3417-M	
Macaca_mulatta	-	-	ENSMMUG00000019847	-	-	-	
Macaca_mulatta	ENSMMUG00000004941-495-P	-	ENSMMUG00000004941	-	ENSMMUG00000004941-299-M	-	
Macaca_mulatta	-	ENSMMUG00000044361-4915-M	ENSMMUG00000044361	-	ENSMMUG00000044361-301-P	ENSMMUG00000044361-329-M	
Macaca_mulatta	-	-	ENSMMUG00000012537	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000019141	-	-	-	
Macaca_mulatta	ENSMMUG00000038913-505-M	ENSMMUG00000038913-255-P	ENSMMUG00000038913	-	ENSMMUG00000038913-307-M	-	
Macaca_mulatta	-	-	ENSMMUG00000043880	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041625	-	ENSMMUG00000041625-3280-P	-	
Macaca_mulatta	-	-	ENSMMUG00000047039	ENSMMUG00000047039-381-P	-	-	
Macaca_mulatta	-	-	ENSMMUG00000043086	-	-	-	
Macaca_mulatta	ENSMMUG00000043593-508-M	ENSMMUG00000043593-4920-M	ENSMMUG00000043593	ENSMMUG00000043593-350-P	ENSMMUG00000043593-309-M	ENSMMUG00000043593-338-M	
Macaca_mulatta	-	-	ENSMMUG00000045425	ENSMMUG00000045425-3435-M	-	-	
Macaca_mulatta	-	-	ENSMMUG00000043829	-	-	-	
Macaca_mulatta	ENSMMUG00000031952-4456-P	-	ENSMMUG00000031952	ENSMMUG00000031952-3437-P	-	-	
Macaca_mulatta	-	-	ENSMMUG00000022378	-	ENSMMUG00000022378-386-M	-	
Macaca_mulatta	ENSMMUG00000043938-492-P	-	ENSMMUG00000043938	-	-	-	
Macaca_mulatta	ENSMMUG00000039012-4467-M	ENSMMUG00000039012-2545-M	ENSMMUG00000039012	-	ENSMMUG00000039012-3288-M	ENSMMUG00000039012-3440-P	
Macaca_mulatta	ENSMMUG00000006583-493-P	ENSMMUG00000006583-2338-P	ENSMMUG00000006583	-	-	-	
Macaca_mulatta	-	ENSMMUG00000045696-232-P	ENSMMUG00000045696	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000038160	-	-	-	
Macaca_mulatta	ENSMMUG00000002717-505-P	ENSMMUG00000002717-2343-P	ENSMMUG00000002717	ENSMMUG00000002717-408-P	ENSMMUG00000002717-403-P	ENSMMUG00000002717-423-M	
Macaca_mulatta	-	-	ENSMMUG00000046273	-	-	-	
Macaca_mulatta	-	ENSMMUG00000039978-7249-P	ENSMMUG00000039978	ENSMMUG00000039978-3455-M	ENSMMUG00000039978-3295-P	-	
Macaca_mulatta	-	-	ENSMMUG00000029259	-	-	ENSMMUG00000029259-351-M	
Macaca_mulatta	-	-	ENSMMUG00000038370	-	-	-	
Macaca_mulatta	ENSMMUG00000040488-4479-P	ENSMMUG00000040488-7252-P	ENSMMUG00000040488	ENSMMUG00000040488-3457-M	ENSMMUG00000040488-3297-P	ENSMMUG00000040488-3454-P	
Macaca_mulatta	-	-	ENSMMUG00000030594	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000045881	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000038046	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000011916	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000028763	-	-	-	
Macaca_mulatta	-	ENSMMUG00000041645-7255-P	ENSMMUG00000041645	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000029875	-	-	-	
Macaca_mulatta	ENSMMUG00000009554-536-M	-	ENSMMUG00000009554	-	ENSMMUG00000009554-333-P	ENSMMUG00000009554-361-M	
Macaca_mulatta	-	-	ENSMMUG00000029285	-	-	-	
Macaca_mulatta	ENSMMUG00000039027-4487-M	ENSMMUG00000039027-7257-M	ENSMMUG00000039027	ENSMMUG00000039027-3465-P	ENSMMUG00000039027-3304-M	ENSMMUG00000039027-3463-M	
Macaca_mulatta	ENSMMUG00000049211-516-P	ENSMMUG00000049211-246-M	ENSMMUG00000049211	-	ENSMMUG00000049211-413-P	-	
Macaca_mulatta	-	-	ENSMMUG00000040585	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000031088	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000042108	-	-	-	
Macaca_mulatta	ENSMMUG00000044325-4492-P	ENSMMUG00000044325-7263-M	ENSMMUG00000044325	ENSMMUG00000044325-3472-M	ENSMMUG00000044325-3308-M	ENSMMUG00000044325-3469-M	
Macaca_mulatta	ENSMMUG00000038428-550-P	ENSMMUG00000038428-4944-M	ENSMMUG00000038428	-	ENSMMUG00000038428-345-P	ENSMMUG00000038428-372-M	
Macaca_mulatta	-	-	ENSMMUG00000038840	ENSMMUG00000038840-389-P	-	-	
Macaca_mulatta	ENSMMUG00000045791-561-M	ENSMMUG00000045791-291-M	ENSMMUG00000045791	ENSMMUG00000045791-391-M	ENSMMUG00000045791-350-M	ENSMMUG00000045791-376-P	
Macaca_mulatta	ENSMMUG00000012291-530-M	ENSMMUG00000012291-2353-M	ENSMMUG00000012291	ENSMMUG00000012291-428-M	ENSMMUG00000012291-421-M	ENSMMUG00000012291-442-M	
Macaca_mulatta	ENSMMUG00000047921-572-P	ENSMMUG00000047921-293-M	ENSMMUG00000047921	ENSMMUG00000047921-396-P	ENSMMUG00000047921-353-P	-	
Macaca_mulatta	ENSMMUG00000016604-4504-P	ENSMMUG00000016604-2566-P	ENSMMUG00000016604	ENSMMUG00000016604-3477-M	ENSMMUG00000016604-3314-P	-	
Macaca_mulatta	ENSMMUG00000047599-4503-M	ENSMMUG00000047599-7271-M	ENSMMUG00000047599	ENSMMUG00000047599-3476-P	ENSMMUG00000047599-3313-P	ENSMMUG00000047599-3473-M	
Macaca_mulatta	-	-	ENSMMUG00000044883	-	-	-	
Macaca_mulatta	-	ENSMMUG00000041785-296-P	ENSMMUG00000041785	-	ENSMMUG00000041785-356-M	-	
Macaca_mulatta	-	-	ENSMMUG00000038507	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041679	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041539	-	ENSMMUG00000041539-3324-P	-	
Macaca_mulatta	ENSMMUG00000039987-4514-P	ENSMMUG00000039987-2572-M	ENSMMUG00000039987	-	ENSMMUG00000039987-3325-P	ENSMMUG00000039987-3484-M	
Macaca_mulatta	-	-	ENSMMUG00000044302	-	-	-	
Macaca_mulatta	ENSMMUG00000042621-4524-P	ENSMMUG00000042621-7279-P	ENSMMUG00000042621	ENSMMUG00000042621-3489-P	ENSMMUG00000042621-3331-P	ENSMMUG00000042621-3490-M	
Macaca_mulatta	-	-	ENSMMUG00000038590	ENSMMUG00000038590-3488-M	-	ENSMMUG00000038590-3489-P	
Macaca_mulatta	-	-	ENSMMUG00000042784	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041809	ENSMMUG00000041809-408-P	-	-	
Macaca_mulatta	-	-	ENSMMUG00000038933	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000039846	-	-	-	
Macaca_mulatta	ENSMMUG00000021068-562-P	ENSMMUG00000021068-2370-M	ENSMMUG00000021068	-	-	ENSMMUG00000021068-464-P	
Macaca_mulatta	-	-	ENSMMUG00000000101	ENSMMUG00000000101-414-M	ENSMMUG00000000101-362-P	-	
Macaca_mulatta	ENSMMUG00000038118-567-M	-	ENSMMUG00000038118	-	ENSMMUG00000038118-445-M	-	
Macaca_mulatta	ENSMMUG00000047178-589-P	ENSMMUG00000047178-4959-M	ENSMMUG00000047178	ENSMMUG00000047178-417-M	ENSMMUG00000047178-363-P	ENSMMUG00000047178-400-P	
Macaca_mulatta	-	-	ENSMMUG00000008111	-	-	-	
Macaca_mulatta	ENSMMUG00000020157-571-P	ENSMMUG00000020157-269-P	ENSMMUG00000020157	ENSMMUG00000020157-452-M	ENSMMUG00000020157-450-P	ENSMMUG00000020157-470-M	
Macaca_mulatta	ENSMMUG00000038528-582-M	ENSMMUG00000038528-274-M	ENSMMUG00000038528	ENSMMUG00000038528-455-P	ENSMMUG00000038528-456-M	ENSMMUG00000038528-476-P	
Macaca_mulatta	-	-	ENSMMUG00000048360	-	ENSMMUG00000048360-459-M	-	
Macaca_mulatta	-	-	ENSMMUG00000042899	-	-	-	
Macaca_mulatta	ENSMMUG00000047463-4542-M	-	ENSMMUG00000047463	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000046879	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000011724	-	-	-	
Macaca_mulatta	ENSMMUG00000043538-601-M	-	ENSMMUG00000043538	-	ENSMMUG00000043538-470-M	-	
Macaca_mulatta	ENSMMUG00000043129-600-P	-	ENSMMUG00000043129	-	ENSMMUG00000043129-368-P	-	
Macaca_mulatta	-	ENSMMUG00000041724-7296-M	ENSMMUG00000041724	-	-	-	
Macaca_mulatta	ENSMMUG00000038774-608-M	-	ENSMMUG00000038774	-	ENSMMUG00000038774-475-M	ENSMMUG00000038774-492-M	
Macaca_mulatta	-	-	ENSMMUG00000030356	-	-	-	
Macaca_mulatta	ENSMMUG00000001925-4559-M	-	ENSMMUG00000001925	ENSMMUG00000001925-3515-M	ENSMMUG00000001925-3354-M	-	
Macaca_mulatta	-	-	ENSMMUG00000006818	-	-	-	
Macaca_mulatta	ENSMMUG00000040734-607-P	ENSMMUG00000040734-4972-P	ENSMMUG00000040734	ENSMMUG00000040734-441-P	ENSMMUG00000040734-374-P	ENSMMUG00000040734-423-M	
Macaca_mulatta	ENSMMUG00000046064-4567-M	ENSMMUG00000046064-2608-M	ENSMMUG00000046064	ENSMMUG00000046064-3522-M	ENSMMUG00000046064-3362-M	ENSMMUG00000046064-3531-P	
Macaca_mulatta	-	-	ENSMMUG00000014412	ENSMMUG00000014412-446-P	-	ENSMMUG00000014412-426-M	
Macaca_mulatta	ENSMMUG00000041628-615-M	-	ENSMMUG00000041628	-	-	ENSMMUG00000041628-496-M	
Macaca_mulatta	ENSMMUG00000048286-4571-P	ENSMMUG00000048286-7304-M	ENSMMUG00000048286	ENSMMUG00000048286-3526-M	ENSMMUG00000048286-3365-M	ENSMMUG00000048286-3536-M	
Macaca_mulatta	-	-	ENSMMUG00000043160	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000038584	-	-	-	
Macaca_mulatta	ENSMMUG00000037683-4582-M	ENSMMUG00000037683-2612-M	ENSMMUG00000037683	-	ENSMMUG00000037683-3369-M	-	
Macaca_mulatta	ENSMMUG00000010730-617-P	-	ENSMMUG00000010730	-	-	-	
Macaca_mulatta	-	ENSMMUG00000005590-7308-P	ENSMMUG00000005590	-	ENSMMUG00000005590-3371-P	-	
Macaca_mulatta	-	-	ENSMMUG00000020503	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000039119	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000040961	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000038734	-	-	-	
Macaca_mulatta	ENSMMUG00000047567-628-P	ENSMMUG00000047567-333-P	ENSMMUG00000047567	ENSMMUG00000047567-462-M	ENSMMUG00000047567-394-P	-	
Macaca_mulatta	-	-	ENSMMUG00000021850	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000031425	-	-	-	
Macaca_mulatta	ENSMMUG00000042062-633-P	-	ENSMMUG00000042062	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000044220	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000038443	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000044891	-	-	-	
Macaca_mulatta	ENSMMUG00000039165-636-P	ENSMMUG00000039165-342-M	ENSMMUG00000039165	ENSMMUG00000039165-468-P	ENSMMUG00000039165-402-M	ENSMMUG00000039165-450-M	
Macaca_mulatta	-	-	ENSMMUG00000047015	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000043139	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000042401	-	-	-	
Macaca_mulatta	ENSMMUG00000043547-647-P	ENSMMUG00000043547-2407-P	ENSMMUG00000043547	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000020269	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000047155	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000005589	ENSMMUG00000005589-3557-M	-	-	
Macaca_mulatta	ENSMMUG00000042870-662-M	ENSMMUG00000042870-312-M	ENSMMUG00000042870	ENSMMUG00000042870-520-P	ENSMMUG00000042870-516-M	ENSMMUG00000042870-532-M	
Macaca_mulatta	-	-	ENSMMUG00000046267	-	-	-	
Macaca_mulatta	ENSMMUG00000041784-650-M	ENSMMUG00000041784-5001-P	ENSMMUG00000041784	ENSMMUG00000041784-482-M	ENSMMUG00000041784-410-M	ENSMMUG00000041784-458-P	
Macaca_mulatta	-	-	ENSMMUG00000038785	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000046815	ENSMMUG00000046815-3563-P	-	-	
Macaca_mulatta	-	-	ENSMMUG00000007833	-	-	-	
Macaca_mulatta	ENSMMUG00000042788-659-M	ENSMMUG00000042788-359-M	ENSMMUG00000042788	-	ENSMMUG00000042788-415-M	ENSMMUG00000042788-464-M	
Macaca_mulatta	-	-	ENSMMUG00000047926	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000047418	-	ENSMMUG00000047418-3418-P	-	
Macaca_mulatta	ENSMMUG00000045844-4631-M	ENSMMUG00000045844-2637-M	ENSMMUG00000045844	ENSMMUG00000045844-3569-M	ENSMMUG00000045844-3419-M	-	
Macaca_mulatta	ENSMMUG00000006470-675-M	-	ENSMMUG00000006470	ENSMMUG00000006470-528-P	ENSMMUG00000006470-523-M	ENSMMUG00000006470-541-M	
Macaca_mulatta	ENSMMUG00000039873-4634-P	ENSMMUG00000039873-7355-M	ENSMMUG00000039873	ENSMMUG00000039873-3572-M	ENSMMUG00000039873-3421-P	ENSMMUG00000039873-3603-M	
Macaca_mulatta	ENSMMUG00000048538-4637-M	ENSMMUG00000048538-2641-M	ENSMMUG00000048538	ENSMMUG00000048538-3575-P	ENSMMUG00000048538-3422-M	-	
Macaca_mulatta	-	ENSMMUG00000030257-2643-P	ENSMMUG00000030257	ENSMMUG00000030257-3577-M	-	-	
Macaca_mulatta	ENSMMUG00000048971-679-P	ENSMMUG00000048971-2421-M	ENSMMUG00000048971	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000047378	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000013147	-	-	-	
Macaca_mulatta	ENSMMUG00000040763-4647-P	ENSMMUG00000040763-7362-M	ENSMMUG00000040763	-	ENSMMUG00000040763-3433-M	ENSMMUG00000040763-3616-M	
Macaca_mulatta	ENSMMUG00000041316-4656-P	ENSMMUG00000041316-7364-P	ENSMMUG00000041316	ENSMMUG00000041316-3587-P	-	ENSMMUG00000041316-3622-P	
Macaca_mulatta	ENSMMUG00000041590-696-M	-	ENSMMUG00000041590	-	ENSMMUG00000041590-540-M	-	
Macaca_mulatta	ENSMMUG00000045551-4660-M	ENSMMUG00000045551-7370-M	ENSMMUG00000045551	ENSMMUG00000045551-3592-P	-	ENSMMUG00000045551-3623-M	
Macaca_mulatta	ENSMMUG00000040038-704-P	ENSMMUG00000040038-2433-P	ENSMMUG00000040038	ENSMMUG00000040038-552-P	ENSMMUG00000040038-552-P	-	
Macaca_mulatta	ENSMMUG00000045675-687-P	ENSMMUG00000045675-383-P	ENSMMUG00000045675	ENSMMUG00000045675-513-P	ENSMMUG00000045675-431-P	ENSMMUG00000045675-486-P	
Macaca_mulatta	-	-	ENSMMUG00000044219	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000023059	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000047877	-	-	-	
Macaca_mulatta	ENSMMUG00000043763-693-M	ENSMMUG00000043763-388-P	ENSMMUG00000043763	ENSMMUG00000043763-517-P	ENSMMUG00000043763-446-M	ENSMMUG00000043763-499-P	
Macaca_mulatta	-	-	ENSMMUG00000042666	-	-	-	
Macaca_mulatta	ENSMMUG00000039221-695-M	ENSMMUG00000039221-5027-P	ENSMMUG00000039221	ENSMMUG00000039221-520-M	ENSMMUG00000039221-449-M	ENSMMUG00000039221-501-P	
Macaca_mulatta	-	-	ENSMMUG00000046872	-	-	-	
Macaca_mulatta	ENSMMUG00000039321-717-M	ENSMMUG00000039321-2435-M	ENSMMUG00000039321	ENSMMUG00000039321-560-M	ENSMMUG00000039321-564-M	-	
Macaca_mulatta	-	-	ENSMMUG00000043307	-	-	-	
Macaca_mulatta	ENSMMUG00000009740-720-P	ENSMMUG00000009740-2438-P	ENSMMUG00000009740	ENSMMUG00000009740-563-M	ENSMMUG00000009740-567-P	ENSMMUG00000009740-577-P	
Macaca_mulatta	-	-	ENSMMUG00000003738	ENSMMUG00000003738-525-P	-	ENSMMUG00000003738-507-M	
Macaca_mulatta	-	-	ENSMMUG00000046040	ENSMMUG00000046040-565-M	-	-	
Macaca_mulatta	ENSMMUG00000041078-702-P	ENSMMUG00000041078-394-M	ENSMMUG00000041078	-	ENSMMUG00000041078-457-M	ENSMMUG00000041078-509-M	
Macaca_mulatta	-	-	ENSMMUG00000037712	-	-	-	
Macaca_mulatta	ENSMMUG00000006670-4681-P	ENSMMUG00000006670-2667-P	ENSMMUG00000006670	ENSMMUG00000006670-3611-M	-	ENSMMUG00000006670-3640-P	
Macaca_mulatta	-	-	ENSMMUG00000029361	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000013373	-	-	ENSMMUG00000013373-514-P	
Macaca_mulatta	-	-	ENSMMUG00000030176	-	-	-	
Macaca_mulatta	ENSMMUG00000038234-734-P	-	ENSMMUG00000038234	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000041980	-	-	-	
Macaca_mulatta	ENSMMUG00000038070-716-P	ENSMMUG00000038070-5039-M	ENSMMUG00000038070	ENSMMUG00000038070-535-M	ENSMMUG00000038070-463-P	ENSMMUG00000038070-517-P	
Macaca_mulatta	-	ENSMMUG00000032054-2673-P	ENSMMUG00000032054	ENSMMUG00000032054-3624-P	ENSMMUG00000032054-3462-M	-	
Macaca_mulatta	-	ENSMMUG00000032067-400-P	ENSMMUG00000032067	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000038408	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000030911	-	-	-	
Macaca_mulatta	ENSMMUG00000042927-4699-P	ENSMMUG00000042927-2674-P	ENSMMUG00000042927	ENSMMUG00000042927-3626-M	-	ENSMMUG00000042927-3655-P	
Macaca_mulatta	-	-	ENSMMUG00000031768	-	-	ENSMMUG00000031768-3661-P	
Macaca_mulatta	ENSMMUG00000045374-726-P	ENSMMUG00000045374-405-P	ENSMMUG00000045374	ENSMMUG00000045374-545-M	ENSMMUG00000045374-471-P	ENSMMUG00000045374-524-M	
Macaca_mulatta	ENSMMUG00000018738-747-M	ENSMMUG00000018738-2451-M	ENSMMUG00000018738	ENSMMUG00000018738-588-M	ENSMMUG00000018738-588-M	ENSMMUG00000018738-599-M	
Macaca_mulatta	-	-	ENSMMUG00000044177	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000044266	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000043386	-	-	-	
Macaca_mulatta	ENSMMUG00000046704-125-P	ENSMMUG00000046704-356-P	ENSMMUG00000046704	ENSMMUG00000046704-594-P	ENSMMUG00000046704-594-P	ENSMMUG00000046704-605-P	
Macaca_mulatta	ENSMMUG00000040632-752-P	ENSMMUG00000040632-2453-M	ENSMMUG00000040632	-	ENSMMUG00000040632-595-M	ENSMMUG00000040632-606-P	
Macaca_mulatta	-	-	ENSMMUG00000043607	-	-	-	
Macaca_mulatta	ENSMMUG00000010734-755-P	ENSMMUG00000010734-358-P	ENSMMUG00000010734	ENSMMUG00000010734-598-M	ENSMMUG00000010734-598-P	ENSMMUG00000010734-609-P	
Macaca_mulatta	-	-	ENSMMUG00000044620	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000037731	-	-	-	
Macaca_mulatta	ENSMMUG00000006605-4715-P	-	ENSMMUG00000006605	ENSMMUG00000006605-3639-P	ENSMMUG00000006605-3473-M	-	
Macaca_mulatta	ENSMMUG00000040801-735-P	ENSMMUG00000040801-5048-M	ENSMMUG00000040801	ENSMMUG00000040801-549-P	-	ENSMMUG00000040801-532-M	
Macaca_mulatta	-	-	ENSMMUG00000042915	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000039571	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000037748	-	-	-	
Macaca_mulatta	-	ENSMMUG00000001154-5053-P	ENSMMUG00000001154	ENSMMUG00000001154-556-M	-	-	
Macaca_mulatta	-	ENSMMUG00000029345-2681-P	ENSMMUG00000029345	-	ENSMMUG00000029345-3474-M	-	
Macaca_mulatta	ENSMMUG00000042879-762-M	ENSMMUG00000042879-362-P	ENSMMUG00000042879	ENSMMUG00000042879-602-P	ENSMMUG00000042879-606-P	ENSMMUG00000042879-617-M	
Macaca_mulatta	-	-	ENSMMUG00000042369	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000044495	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000045150	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000032553	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000047234	ENSMMUG00000047234-3650-M	ENSMMUG00000047234-3483-P	-	
Macaca_mulatta	-	ENSMMUG00000043435-425-M	ENSMMUG00000043435	ENSMMUG00000043435-569-M	ENSMMUG00000043435-493-M	-	
Macaca_mulatta	-	-	ENSMMUG00000041074	-	-	-	
Macaca_mulatta	ENSMMUG00000040361-767-P	ENSMMUG00000040361-426-P	ENSMMUG00000040361	-	-	-	
Macaca_mulatta	-	ENSMMUG00000045451-2468-P	ENSMMUG00000045451	-	-	ENSMMUG00000045451-635-P	
Macaca_mulatta	-	-	ENSMMUG00000038372	ENSMMUG00000038372-3653-M	-	-	
Macaca_mulatta	ENSMMUG00000045263-781-M	ENSMMUG00000045263-369-M	ENSMMUG00000045263	-	-	-	
Macaca_mulatta	ENSMMUG00000041411-4734-M	ENSMMUG00000041411-2689-M	ENSMMUG00000041411	ENSMMUG00000041411-3654-M	ENSMMUG00000041411-3486-M	ENSMMUG00000041411-3686-M	
Macaca_mulatta	ENSMMUG00000031446-782-P	ENSMMUG00000031446-370-M	ENSMMUG00000031446	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000031770	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000032400	-	-	-	
Macaca_mulatta	ENSMMUG00000044126-784-M	ENSMMUG00000044126-434-M	ENSMMUG00000044126	ENSMMUG00000044126-582-P	ENSMMUG00000044126-506-M	ENSMMUG00000044126-563-P	
Macaca_mulatta	ENSMMUG00000042197-790-P	-	ENSMMUG00000042197	-	ENSMMUG00000042197-627-M	-	
Macaca_mulatta	-	-	ENSMMUG00000046304	-	ENSMMUG00000046304-507-M	ENSMMUG00000046304-565-P	
Macaca_mulatta	-	-	ENSMMUG00000046160	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000007073	-	-	-	
Macaca_mulatta	-	-	ENSMMUG00000030339	-	-	-	
Macaca_mulatta	-	ENSMMUG00000049218-2479-P	ENSMMUG00000049218	-	-	-	
Macaca_mulatta	ENSMMUG00000005347-809-M	-	ENSMMUG00000005347	-	-	gene_LOC100451987	
Macaca_mulatta	ENSMMUG00000046730-801-M	ENSMMUG00000046730-442-M	ENSMMUG00000046730	ENSMMUG00000046730-595-P	ENSMMUG00000046730-516-M	ENSMMUG00000046730-578-P	
Macaca_mulatta	ENSMMUG00000047374-4752-P	ENSMMUG00000047374-2705-M	ENSMMUG00000047374	ENSMMUG00000047374-3667-M	ENSMMUG00000047374-3501-P	ENSMMUG00000047374-3698-P	
Macaca_mulatta	-	ENSMMUG00000042801-7430-P	ENSMMUG00000042801	ENSMMUG00000042801-3669-P	-	ENSMMUG00000042801-3700-P	
